Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target HTTP status code,Anchor,Target final redirect URL,Target final redirect HTTP status code,Target final redirect no-crawl reason,Is source canonical,Is source noindex,Is link internal,Is final redirect internal
Href link,false,https://jobsbyculture.com/roles/deep-work/finance,200,https://boards.greenhouse.io/figma/jobs/5792631004?gh_jid=5792631004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Figma Strategic Finance Figma · San Francisco, CA • New York, NY • United States ›",https://job-boards.greenhouse.io/figma/jobs/5792631004?gh_jid=5792631004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/remote/support,200,https://careers.airbnb.com/positions/7454959?gh_jid=7454959%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Senior Specialist, Premium Support (German) Airbnb · Ireland ›",https://careers.airbnb.com/positions/7454959/?gh_jid=7454959%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/finance,200,https://careers.airbnb.com/positions/7449781?gh_jid=7449781%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Principal, Business Finance & Analytics, Americas Airbnb · United States ›",https://careers.airbnb.com/positions/7449781/?gh_jid=7449781%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/director/product,200,https://boards.greenhouse.io/cloudflare/jobs/7021759?gh_jid=7021759%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Cloudflare Senior Director of Product Management, Data Security Cloudflare · Hybrid ›",https://job-boards.greenhouse.io/cloudflare/jobs/7021759?gh_jid=7021759%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/engineering,200,https://careers.airbnb.com/positions/7744247?gh_jid=7744247%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Android Software Engineer, Quality Platform Airbnb · Remote, Brazil ›",https://careers.airbnb.com/positions/7744247/?gh_jid=7744247%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/product-impact/marketing,200,https://stripe.com/jobs/search?gh_jid=7605231%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Stripe AMER Partner Marketing Lead Stripe · Remote in United States ›,https://stripe.com/jobs/listing/amer-partner-marketing-lead/7605231,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/support,200,https://careers.airbnb.com/positions/7491211?gh_jid=7491211%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Team Specialist, Premium Support (German) Airbnb · Ireland ›",https://careers.airbnb.com/positions/7491211/?gh_jid=7491211%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/remote/hr-people,200,https://careers.airbnb.com/positions/7602771?gh_jid=7602771%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Airbnb Senior Enablement Manager Airbnb · United States ›,https://careers.airbnb.com/positions/7602771/?gh_jid=7602771%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/wlb/legal,200,https://careers.airbnb.com/positions/7676188?gh_jid=7676188%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Head of Policy, ANZ Airbnb · Sydney, Australia ›",https://careers.airbnb.com/positions/7676188/?gh_jid=7676188%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/diverse/operations,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8453697002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Candidate Experience Coordinator (6-month contract) Databricks · Bellevue, Washington; Boston, Massachusetts; Seattle, Washington; Washington, D.C. ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8453697002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/companies/pylon,200,https://usepylon.com/?ref=jobsbyculture.com,301,Visit Pylon →,https://www.usepylon.com/?ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/companies/mercury,200,https://mercury.com/careers?ref=jobsbyculture.com,308,Mercury Careers,https://mercury.com/jobs,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/entry/marketing,200,https://stripe.com/jobs/search?gh_jid=7584867%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Stripe Marketing Content Operations Associate Stripe · Bangalore ›,https://stripe.com/jobs/listing/marketing-content-operations-associate/7584867,,,true,false,false,
Href link,false,https://jobsbyculture.com/values/wlb,200,https://careers.airbnb.com/positions/7707299?gh_jid=7707299%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Accounting Intern, Statutory Reporting Airbnb · United States ›",https://careers.airbnb.com/positions/7707299/?gh_jid=7707299%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/equity/marketing,200,https://stripe.com/jobs/search?gh_jid=7605231%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Stripe AMER Partner Marketing Lead Stripe · Remote in United States ›,https://stripe.com/jobs/listing/amer-partner-marketing-lead/7605231,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/remote/design,200,https://careers.airbnb.com/positions/6717690?gh_jid=6717690%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Airbnb Staff Experience Designer Airbnb · United States ›,https://careers.airbnb.com/positions/6717690/?gh_jid=6717690%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/remote/product,200,https://careers.airbnb.com/positions/7689539?gh_jid=7689539%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Product Manager, Destinations Airbnb · United States ›",https://careers.airbnb.com/positions/7689539/?gh_jid=7689539%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/mid/marketing,200,https://stripe.com/jobs/search?gh_jid=7630038%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Stripe Creative Producer, Events Stripe · San Francisco ›",https://stripe.com/jobs/listing/creative-producer-events/7630038,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/equity/finance,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8168394002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Finance Data & Systems Manager Databricks · San Francisco, California ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8168394002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/support,200,https://stripe.com/jobs/search?gh_jid=7524531%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Stripe Product Support Specialist Stripe · Singapore ›,https://stripe.com/jobs/listing/product-support-specialist/7524531,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/lead/data,200,https://stripe.com/jobs/search?gh_jid=7489560%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Stripe Manager, Data Analytics Stripe · Mexico City ›",https://stripe.com/jobs/listing/manager-data-analytics/7489560,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/lead/design,200,https://boards.greenhouse.io/figma/jobs/5505263004?gh_jid=5505263004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Figma Product Manager, Design Tools Figma · San Francisco, CA • New York, NY • United States ›",https://job-boards.greenhouse.io/figma/jobs/5505263004?gh_jid=5505263004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/lead/marketing,200,https://job-boards.greenhouse.io/grafanalabs/jobs/5784736004?ref=jobsbyculture.com,302,"Grafana Labs Senior Product Marketing Manager | Canada (EST, CST) | Remote Grafana Labs · Canada (Remote) ›",https://job-boards.greenhouse.io/grafanalabs?error=true,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/senior/finance,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8414468002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Sr. Financial Analyst Databricks · Bellevue, Washington; Mountain View, California; San Francisco, California; Seattle, Washington ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8414468002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/remote/ml-ai,200,https://apply.workable.com/j/F24E2E5058?ref=jobsbyculture.com,301,"Hugging Face Cloud ML DevRel Engineer - US remote Hugging Face · New York, New York, United States ›",https://apply.workable.com/huggingface/j/F24E2E5058/?ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/transparent/finance,200,https://boards.greenhouse.io/cloudflare/jobs/7609739?gh_jid=7609739%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Cloudflare Senior Finance Functional Consultant Cloudflare · In-Office ›,https://job-boards.greenhouse.io/cloudflare/jobs/7609739?gh_jid=7609739%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/values/learning,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8441867002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Account Executive - Federal Databricks · Australian Capital Territory, Australia ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8441867002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/transparent/design,200,https://boards.greenhouse.io/cloudflare/jobs/7494477?gh_jid=7494477%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Cloudflare Product Design Intern (Summer 2026) Cloudflare · In-Office ›,https://job-boards.greenhouse.io/cloudflare/jobs/7494477?gh_jid=7494477%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/diverse/hr-people,200,https://databricks.com/company/careers/open-positions/job?gh_jid=7839714002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Partner Enablement Scaled Programs Lead Databricks · Bengaluru, India ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=7839714002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/entry/marketing,200,https://boards.greenhouse.io/cloudflare/jobs/7733327?gh_jid=7733327%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Cloudflare Marketing Events and Campaigns Intern (Summer 2026) Cloudflare · In-Office ›,https://job-boards.greenhouse.io/cloudflare/jobs/7733327?gh_jid=7733327%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/product-impact/design,200,https://boards.greenhouse.io/cloudflare/jobs/7494477?gh_jid=7494477%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Cloudflare Product Design Intern (Summer 2026) Cloudflare · In-Office ›,https://job-boards.greenhouse.io/cloudflare/jobs/7494477?gh_jid=7494477%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/eng-driven/hr-people,200,https://boards.greenhouse.io/cloudflare/jobs/7575040?gh_jid=7575040%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Cloudflare EIAM Business Enablement & Operations Intern (Summer 2026) Cloudflare · In-Office ›,https://job-boards.greenhouse.io/cloudflare/jobs/7575040?gh_jid=7575040%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/staff/engineering,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8400559002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Principal Engineer, Authentication Databricks · Mountain View, California; San Francisco, California ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8400559002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/remote/support,200,https://careers.airbnb.com/positions/7597867?gh_jid=7597867%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Safety Specialist Airbnb · Gurugram, India ›",https://careers.airbnb.com/positions/7597867/?gh_jid=7597867%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/values/remote,200,https://apply.workable.com/j/095A7F1D99?ref=jobsbyculture.com,301,"Hugging Face AI Public Policy Manager - Washington DC Hugging Face · Washington, District of Columbia, United States ›",https://apply.workable.com/huggingface/j/095A7F1D99/?ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/wlb/data,200,https://careers.airbnb.com/positions/7733495?gh_jid=7733495%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Airbnb Staff Analytics Engineer - Foundational Data Airbnb · United States ›,https://careers.airbnb.com/positions/7733495/?gh_jid=7733495%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/staff/engineering,200,https://stripe.com/jobs/search?gh_jid=5323514%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Stripe Senior Staff Engineer - Reporting, Accounting, and Data Services Stripe · Bengaluru ›",https://stripe.com/jobs/listing/senior-staff-engineer-reporting-accounting-and-data-services/5323514,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/product,200,https://boards.greenhouse.io/figma/jobs/5801730004?gh_jid=5801730004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Figma Operations Program Manager Figma · San Francisco, CA • New York, NY • United States ›",https://job-boards.greenhouse.io/figma/jobs/5801730004?gh_jid=5801730004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/wlb/data,200,https://careers.airbnb.com/positions/7360248?gh_jid=7360248%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Staff Data Scientist- Causal Inference, Visual Understanding Airbnb · Remote ›",https://careers.airbnb.com/positions/7360248/?gh_jid=7360248%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/support,200,https://careers.airbnb.com/positions/6188716?gh_jid=6188716%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Specialist, Premium Support (French) Airbnb · British Columbia, Canada ›",https://careers.airbnb.com/positions/6188716/?gh_jid=6188716%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/lead/product,200,https://stripe.com/jobs/search?gh_jid=7552145%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Stripe APAC Product Lead Stripe · Singapore ›,https://stripe.com/jobs/listing/apac-product-lead/7552145,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/staff/sales,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8007203002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Staff Technical Solutions Engineer, Platform Databricks · Sao Paulo, Brazil ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8007203002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/compare/figma-vs-canva,200,https://www.canva.com/careers,301,Visit Canva careers →,https://lifeatcanva.com/en/,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/product,200,https://careers.airbnb.com/positions/7607680?gh_jid=7607680%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Product Manager, API Platform Airbnb · United States ›",https://careers.airbnb.com/positions/7607680/?gh_jid=7607680%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/transparent/design,200,https://stripe.com/jobs/search?gh_jid=7673383%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Stripe Brand Designer, Art Direction Stripe · US ›",https://stripe.com/jobs/listing/brand-designer-art-direction/7673383,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/data,200,https://careers.airbnb.com/positions/7415829?gh_jid=7415829%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Staff Data Scientist, Marketplace Airbnb · Remote ›",https://careers.airbnb.com/positions/7415829/?gh_jid=7415829%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/mid/hr-people,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8431935002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Customer Enablement Specialist Databricks · Bellevue, Washington ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8431935002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/marketing,200,https://careers.airbnb.com/positions/7573845?gh_jid=7573845%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Communications Intern, France Airbnb · Paris, France ›",https://careers.airbnb.com/positions/7573845/?gh_jid=7573845%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/support,200,https://careers.airbnb.com/positions/7650041?gh_jid=7650041%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Regional Operations Manager, Premium Support Airbnb · Singapore, Singapore ›",https://careers.airbnb.com/positions/7650041/?gh_jid=7650041%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/diverse/finance,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8168383002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Sr. Director, Head of Global Accounting Databricks · Mountain View, California; San Francisco, California ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8168383002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/lead/legal,200,https://careers.airbnb.com/positions/7635147?gh_jid=7635147%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Public Policy Manager, Ireland & Nordics Airbnb · Dublin, Ireland ›",https://careers.airbnb.com/positions/7635147/?gh_jid=7635147%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/director/operations,200,https://databricks.com/company/careers/open-positions/job?gh_jid=8403554002%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Databricks Director, Strategic Accounts - Logistics & Tech, m/f/d Databricks · Berlin, Germany ›",https://www.databricks.com/company/careers/open-positions/job?gh_jid=8403554002%253Fref%253Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/legal,200,https://careers.airbnb.com/positions/7735274?gh_jid=7735274%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Associate Counsel, IP & Open Source Airbnb · United States ›",https://careers.airbnb.com/positions/7735274/?gh_jid=7735274%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/deep-work/marketing,200,https://boards.greenhouse.io/figma/jobs/5728528004?gh_jid=5728528004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Figma Regional Marketing Manager (Tokyo, Japan) Figma · Tokyo, Japan ›",https://job-boards.greenhouse.io/figma/jobs/5728528004?gh_jid=5728528004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/learning/finance,200,https://boards.greenhouse.io/figma/jobs/5792631004?gh_jid=5792631004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Figma Strategic Finance Figma · San Francisco, CA • New York, NY • United States ›",https://job-boards.greenhouse.io/figma/jobs/5792631004?gh_jid=5792631004%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/transparent/engineering,200,https://apply.workable.com/j/7C7F63E87A?ref=jobsbyculture.com,301,"Hugging Face Data/Infrastructure Advocate Engineer - EMEA Remote Hugging Face · Paris, Île-de-France, France ›",https://apply.workable.com/huggingface/j/7C7F63E87A/?ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/open-source/ml-ai,200,https://apply.workable.com/j/0CE9E806CC?ref=jobsbyculture.com,301,"Hugging Face Cloud Machine Learning Engineer - EMEA remote Hugging Face · Paris, Île-de-France, France ›",https://apply.workable.com/huggingface/j/0CE9E806CC/?ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/seniority/entry/sales,200,https://careers.airbnb.com/positions/7662483?gh_jid=7662483%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Airbnb Business Development Intern, Experiences, Paris Airbnb · Paris, France ›",https://careers.airbnb.com/positions/7662483/?gh_jid=7662483%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/product-impact/product,200,https://stripe.com/jobs/search?gh_jid=7552145%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,Stripe APAC Product Lead Stripe · Singapore ›,https://stripe.com/jobs/listing/apac-product-lead/7552145,,,true,false,false,
Href link,false,https://jobsbyculture.com/roles/transparent/legal,200,https://stripe.com/jobs/search?gh_jid=7392188%3Fref%3Djobsbyculture.com&ref=jobsbyculture.com,301,"Stripe Commercial Counsel, Crypto Stripe · New York City, Seattle, San Francisco, Chicago, Atlanta, US-Remote ›",https://stripe.com/jobs/listing/commercial-counsel-crypto/7392188,,,true,false,false,
